관리번호,구분명,화장실명,소재지도로명주소,소재지지번주소,관리기관명,전화번호,개방시간,개방시간상세,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,위도,경도
202441400000100813,개방화장실,임진물새롬센터,경기도 연천군 미산면 청정로1706번길 118,경기도 연천군 미산면 우정리 313,연천군 맑은물관리사업소,0318394340,정시,09:00~18:00,3,3,0,0,1,0,6,0,0,38.0511148251636,127.017206845657
202441400000100673,개방화장실,만나주유소,경기도 연천군 군남면 군남로 90,경기도 연천군 군남면 진상리 633-1,지역경제과,0315335177,불규칙,24시간(한파시 닫음),0,0,0,0,0,0,0,0,0,38.05847653409,127.021994089002
202441400000100668,개방화장실,신망리,경기도 연천군 연천읍 연신로483번길 1,경기도 연천군 연천읍 상리 131-1,한국철도공사,15447788,상시,,1,0,0,0,0,0,1,0,0,38.1326101347086,127.078291450541
202441400000100687,개방화장실,전곡농협주유소,경기도 연천군 전곡읍 평화로 557,경기도 연천군 전곡읍 전곡리 276,지역경제과,0318320051,정시,07:00~22:00,1,2,0,0,0,0,2,0,0,38.0202200642653,127.067182111886
202541400000100001,간이화장실,우정제방,,경기도 연천군 미산면 우정리 29,관광과,0318392375,불규칙,24시간,1,1,0,0,0,0,1,0,0,38.0506899665164,127.019417474753
202441400000100830,간이화장실,1.21침투로,,경기도 연천군 장남면 반정리 721-2,관광과,0318392063,정시,09:00~18:00,0,0,0,0,0,0,0,0,0,37.9761467931204,126.815462821571
202441400000100842,공중화장실,재인폭포공원 입구,경기도 연천군 연천읍 현문로 656,경기도 연천군 연천읍 고문리 52-6,관광과,0318392277,상시,,1,1,1,0,0,0,2,1,0,38.0687663150152,127.134458760294
202441400000100798,개방화장실,연천도서관 2층,경기도 연천군 연천읍 차현로 76-7,경기도 연천군 연천읍 차탄리 705,통일평생교육원(연천도서관),0318394401,정시,09:00~23:00,2,3,1,0,0,0,3,0,0,38.0981103366338,127.076682611333
202441400000100783,개방화장실,한탄강 유원지2,경기도 연천군 전곡읍 선사로 102,경기도 연천군 전곡읍 전곡리 698-1,시설관리공단,0318330030,상시,,3,4,1,2,0,0,8,1,0,38.0073897547525,127.061116452794
202441400000100664,공중화장실,전곡근린공원,경기도 연천군 전곡읍 선사로 416,경기도 연천군 전곡읍 전곡리 357,산림녹지과,0318392346,상시,,2,2,0,1,0,0,2,1,0,38.0265336401024,127.073397499746
202441400000100807,개방화장실,전곡읍문화체육센터,경기도 연천군 전곡읍 은전로 47,경기도 연천군 전곡읍 은대리 573,전곡읍행정복지센터,0318392602,정시,09:00~18:00,4,5,0,0,0,0,6,0,0,38.0280866564103,127.064973779206
202441400000100666,개방화장실,신탄리,경기도 연천군 신서면 고대산길 4,경기도 연천군 신서면 대광리 169-2,한국철도공사,15447788,상시,,2,4,1,0,0,0,3,1,0,38.2128053161391,127.138975099686
202441400000100689,개방화장실,전곡농협 백학 주유소,경기도 연천군 백학면 청정로 516-1,경기도 연천군 백학면 두일리 374-3,지역경제과,0318322153,정시,08:00~18:00,1,2,0,0,0,0,2,0,0,38.0278722308498,126.916980123424
202441400000100817,간이화장실,전주상회,경기도 연천군 신서면 동내로 1081,경기도 연천군 신서면 내산리 270,건설과,0318392419,상시,,2,2,0,0,0,0,3,0,0,38.1362376321081,127.133634704544
202441400000100771,개방화장실,연천군남우체국,경기도 연천군 군남면 군남로 406,경기도 연천군 군남면 삼거리 413-3,연천군남우체국,0318337001,정시,09:00~18:00,2,1,1,0,0,0,2,1,0,38.0837447121404,127.019285672666
202441400000100847,개방화장실,왕징주민자센터,경기도 연천군 왕징면 왕산로 44,경기도 연천군 왕징면 무등리 8-2,왕징면,0318392717,정시,14시간,2,2,0,0,0,0,2,1,0,38.0581977028696,127.012851770693
202441400000100768,개방화장실,신서면 주민자치센터 3층,경기도 연천군 신서면 연신로 1134-1,경기도 연천군 신서면 도신리 285-2,주민센터,0318392878,정시,09:00~18:00,3,2,0,0,0,0,3,0,0,38.1831007604298,127.107020435848
202441400000100774,개방화장실,어린이교통랜드,경기도 연천군 전곡읍 선사로 14-71,경기도 연천군 전곡읍 전곡리 687-2,시설관리공단,0318330514,정시,09:00~18:00,3,6,1,1,1,0,7,1,2,38.015449955077,127.058536315165
202441400000100679,개방화장실,임진강주유소,경기도 연천군 군남면 청정로 1992,경기도 연천군 군남면 황지리 551,지역경제과,0318337600,불규칙,24시간(한파시 닫음),0,0,0,0,0,0,0,0,0,38.0491920145008,127.031106677462
202441400000100669,개방화장실,형제주유소,경기도 연천군 연천읍 연천로 377,경기도 연천군 연천읍 현가리 37,지역경제과,0318345151,상시,,1,1,0,0,0,0,1,0,0,38.110564924444,127.075004076597
202441400000100753,개방화장실,연천군청 본관 1층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,3,3,1,1,0,0,2,1,0,38.0965132153527,127.075258645133
202441400000100772,개방화장실,전곡우체국,,경기도 연천군 전곡읍 전곡리 333-11,전곡우체국,0318320100,정시,09:00~18:00,2,2,1,0,0,0,2,1,0,38.0245719600517,127.070460341028
202441400000100755,개방화장실,연천군청 본관 3층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,4,4,0,0,0,0,3,0,0,38.0965132153527,127.075258645133
202441400000100716,개방화장실,군남보건지소,경기도 연천군 군남면 군남로 417,경기도 연천군 군남면 삼거리 400-5,보건사업과,0318394084,정시,8시간,1,1,1,0,0,0,1,0,0,38.0851884663261,127.019068226385
202441400000100732,간이화장실,수레울 폭포공원,,경기도 연천군 연천읍 차탄리 600-36,환경보호과,0318392248,정시,9시간,1,0,0,0,0,0,1,0,0,38.0881371701901,127.072043413976
202441400000100757,개방화장실,연천군청 구관 2층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,0,0,0,0,0,0,2,0,0,38.0965132153527,127.075258645133
202441400000100777,공중화장실,동막리공중화장실,경기도 연천군 연천읍 동내로 431,경기도 연천군 연천읍 동막리 198,시설관리공단,0318343770,상시,,4,3,1,1,0,0,4,0,0,38.0974504838144,127.111671607955
202441400000100786,공중화장실,한탄강 유원지4,,경기도 연천군 전곡읍 전곡리 691,시설관리공단,0318330030,상시,,3,4,1,2,0,0,8,1,0,38.0135087149604,127.055971125947
202441400000100671,개방화장실,삼익주유소,경기도 연천군 연천읍 연천로 231-1,경기도 연천군 연천읍 차탄리 296-33,지역경제과,0318340229,정시,07:00~2100,0,0,0,0,0,0,0,0,0,38.0976765911827,127.073941946463
202441400000100759,개방화장실,연천군청 신관 1층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,3,2,1,1,0,0,6,1,0,38.0965132153527,127.075258645133
202441400000100672,개방화장실,연천농협주유소,경기도 연천군 연천읍 평화로 1211,경기도 연천군 연천읍 통현리 233-4,지역경제과,0318345188,정시,06:00~21:00,1,1,0,0,0,0,1,0,0,38.0760603791471,127.076329294495
202441400000100769,개방화장실,신서면 주민자치센터 2층,경기도 연천군 신서면 연신로 1134-1,경기도 연천군 신서면 도신리 285-2,주민센터,0318392878,정시,09:00~18:00,3,2,0,0,0,0,3,0,0,38.1831007604298,127.107020435848
202441400000100696,공중화장실,연천파크골프장 화장실1,경기도 연천군 군남면 청정로 1818-40,경기도 연천군 군남면 진상리 617-7,문화체육과,0318392374,정시,12시간,2,2,1,1,0,0,2,1,0,38.0552942020351,127.020032479043
202441400000100845,개방화장실,청산면행정복지센터화장실,,경기도 연천군 청산면 초성리 440-1,청산면행정복지센터,0318392654,정시,09:00~18:00,2,2,1,0,0,0,2,1,0,37.9818178654056,127.067185672914
202441400000100809,개방화장실,전곡읍사무소 2층,경기도 연천군 전곡읍 은전로 47,경기도 연천군 전곡읍 은대리 573,전곡읍행정복지센터,0318392602,정시,09:00~18:00,2,7,1,0,0,0,3,1,0,38.0280866564103,127.064973779206
202441400000100708,간이화장실,전곡재래시장,경기도 연천군 전곡읍 전곡로172번길 4-19,경기도 연천군 전곡읍 전곡리 479-31,지역경제과,0318392271,정시,15시간,4,4,1,0,0,0,6,1,0,38.0270624744809,127.068174234558
202441400000100751,개방화장실,연천미산우체국,경기도 연천군 미산면 청정로 1734,경기도 연천군 미산면 우정리 405-6,연천미산우체국,0318337301,정시,09:00~18:00,1,1,0,0,0,0,0,0,0,38.0538305185986,127.011704578392
202441400000100747,간이화장실,쉬리모텔앞(쉘리모텔앞),경기도 연천군 신서면 연신로1634번길 27,경기도 연천군 신서면 대광리 160,환경보호과,0318392248,정시,9시간,1,0,0,0,0,0,2,0,0,38.2152551193978,127.140792258862
202441400000100731,간이화장실,망곡산 체육공원,,경기도 연천군 연천읍 차탄리 산 1-1,환경보호과,0318392248,정시,9시간,1,1,0,0,0,0,1,0,0,38.103528668669,127.071891153144
202441400000100737,간이화장실,밤나무골화장실,,경기도 연천군 전곡읍 전곡리 656-3,환경보호과,0318392248,정시,9시간,1,1,0,0,0,0,0,0,0,38.0112742859736,127.073402437363
202441400000100791,개방화장실,청산작은도서관,경기도 연천군 청산면 아우라지길 9,경기도 연천군 청산면 궁평리 52-8,통일평생교육원(청산작은도서관),0318353644,정시,10:00~19:00,1,2,0,0,0,0,1,0,0,38.0323585111576,127.10881716944
202441400000100686,개방화장실,디에스오일(주) 경기지점,경기도 연천군 전곡읍 양연로 452,경기도 연천군 전곡읍 간파리 298-5,지역경제과,0318335183,정시,07:00~20:00,1,1,0,0,0,0,1,0,0,37.9471574029815,127.003466959952
202441400000100711,개방화장실,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,경기도 연천군 전곡읍 전곡리 229-2,전곡119안전센터,0318300514,상시,,4,4,0,2,0,0,1,0,0,38.0162295654075,127.071945296893
202441400000100763,개방화장실,장남면주민자치센터(2층),경기도 연천군 장남면 장백로 244,경기도 연천군 장남면 원당리 681-5,장남면,0318392740,상시,,1,1,0,0,0,0,0,0,0,37.9817669887528,126.884200550907
202441400000100816,간이화장실,대농쉼터,경기도 연천군 신서면 동내로 1227,경기도 연천군 신서면 내산리 180,건설과,0318392419,상시,,3,1,0,0,0,0,3,0,0,38.1461549142275,127.144364547408
202441400000100683,개방화장실,연천제일주유소,경기도 연천군 연천읍 연신로 670,경기도 연천군 연천읍 와초리 47-6,지역경제과,0318347722,불규칙,개방안함,1,3,0,0,0,0,2,0,0,38.1444097694407,127.093572601997
202441400000100827,간이화장실,역고드름,,경기도 연천군 신서면 대광리 6,관광과(경기관광공사),0319568306,불규칙,24시간(동절기 폐쇄),1,1,0,0,0,0,1,0,0,38.2372903965929,127.160749697084
202441400000100670,개방화장실,전곡주유소,경기도 연천군 전곡읍 전영로 2,경기도 연천군 전곡읍 은대리 545-1,지역경제과,0318325550,정시,06:30~22:00,1,1,0,0,0,0,1,0,0,38.0295647660055,127.066651106225
202441400000100796,개방화장실,연천도서관 1층,경기도 연천군 연천읍 차현로 76-7,경기도 연천군 연천읍 차탄리 705,통일평생교육원(연천도서관),0318394401,정시,09:00~23:00,2,3,0,0,0,0,3,1,0,38.0981103366338,127.076682611333
202441400000100834,공중화장실,차탄천 용소,,경기도 연천군 연천읍 통현리 537-16,관광과,0318392277,불규칙,24시간 (동절기 폐쇄),1,1,0,0,0,0,2,0,0,38.0653817964761,127.064765165039
202441400000100762,개방화장실,장남면주민자치센터(3층),경기도 연천군 장남면 장백로 244,경기도 연천군 장남면 원당리 681-5,장남면,0318392740,상시,,0,0,0,0,0,0,1,0,0,37.9817669887528,126.884200550907
202441400000100812,개방화장실,맑은물관리사업소,경기도 연천군 군남면 솔너머길 101,경기도 연천군 군남면 선곡리 600,연천군 맑은물관리사업소,0318394333,상시,,2,2,0,1,0,0,2,0,0,38.1054238260311,127.021658581668
202441400000100781,개방화장실,수레울아트홀2,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,시설관리공단,0318343770,정시,09:00~18:00,6,8,1,0,0,0,12,1,0,38.1071408705372,127.079725416497
202441400000100802,개방화장실,통일평생교육원 1층,경기도 연천군 전곡읍 전곡역로66번길 53,경기도 연천군 전곡읍 전곡리 333-84,통일평생교육원,0318394434,정시,09:00~18:00,0,1,1,1,0,0,2,1,0,38.0222204724917,127.071770072978
202441400000100825,간이화장실,노곡리제방,,경기도 연천군 백학면 노곡리 990,관광과(경기관광공사),0319568306,불규칙,24시간(동절기 폐쇄),1,1,0,0,0,0,2,0,0,37.9995894331461,126.901682467757
202441400000100821,간이화장실,북삼교아래,,경기도 연천군 군남면 삼거리 696-41,관광과(경기관광공사),0319568306,불규칙,24시간(동절기 폐쇄),1,1,0,0,0,0,1,0,0,38.0885810596186,127.012194234226
202441400000100754,개방화장실,연천군청 본관 2층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,4,4,0,0,0,0,3,0,0,38.0965132153527,127.075258645133
202441400000100702,공중화장실,구석기체험숲2,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529,문화체육과,0318392565,정시,12시간,1,2,0,0,0,0,3,0,0,38.0156483828854,127.061452643138
202441400000100789,개방화장실,연천세계캠핑체험존1,경기도 연천군 전곡읍 선사로 123,경기도 연천군 전곡읍 전곡리 705-2,시설관리공단,0318330030,상시,,3,2,1,0,0,0,3,1,0,38.0073592019283,127.062339559746
202441400000100756,개방화장실,연천군청 구관 1층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,2,2,0,0,0,0,1,0,0,38.0965132153527,127.075258645133
202441400000100804,개방화장실,군남면사무소 화장실,경기도 연천군 군남면 군남로 417,경기도 연천군 군남면 삼거리 400-5,군남면,0318392703,상시,,0,1,1,1,0,0,1,1,0,38.0851884663261,127.019068226385
202441400000100776,개방화장실,보건의료원 장례식장,경기도 연천군 전곡읍 은대성로 95,경기도 연천군 전곡읍 은대리 577-36,시설관리공단,0318324474,상시,,5,6,1,0,0,0,6,1,0,38.0233116620037,127.060934583174
202441400000100707,공중화장실,선사유적지 미롱이,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529,문화체육과,0318392565,상시,,3,5,1,0,0,0,7,1,0,38.0156483828854,127.061452643138
202441400000100790,개방화장실,연천세계캠핑체험존2,경기도 연천군 전곡읍 선사로 123,경기도 연천군 전곡읍 전곡리 705-2,시설관리공단,0318330030,정시,09:00~18:00,0,0,1,1,0,0,0,1,0,38.0073592019283,127.062339559746
202441400000100663,공중화장실,전곡근린공원2,경기도 연천군 전곡읍 선사로 416,경기도 연천군 전곡읍 전곡리 357,산림녹지과,0318392346,상시,,1,2,0,0,0,0,2,0,0,38.0265336401024,127.073397499746
202441400000100748,간이화장실,자작리체육공원,경기도 연천군 장남면 장백로25번길 98,경기도 연천군 장남면 자작리 31-1,환경보호과,0318392248,정시,9시간,1,1,0,0,0,0,1,0,0,37.9919274902037,126.868984472218
202441400000100843,개방화장실,미산면사무소,경기도 연천군 미산면 유노로 110,경기도 연천군 미산면 유촌리 384-2,미산면,0318392706,정시,09:00~18:00,2,2,1,0,0,0,1,1,0,38.0474305547373,126.992832767528
202441400000100727,공중화장실,수레울 공중화장실,경기도 연천군 연천읍 차현로 96-1,경기도 연천군 연천읍 차탄리 644,환경보호과,0318392248,정시,9시간,2,4,1,1,0,0,3,1,0,38.0998210620104,127.076989369968
202441400000100770,개방화장실,신서면 주민자치센터 1층,경기도 연천군 신서면 연신로 1134-1,경기도 연천군 신서면 도신리 285-2,주민센터,0318392878,정시,09:00~18:00,2,2,0,0,0,0,2,1,0,38.1831007604298,127.107020435848
202441400000100694,공중화장실,진상리 축구장 화장실,경기도 연천군 군남면 청정로 1818-30,경기도 연천군 군남면 진상리 618-3,문화체육과,0318392374,정시,12시간,1,2,0,0,0,0,2,0,0,38.0562759674452,127.020371149183
202441400000100692,간이화장실,백학자연생태학습장,,경기도 연천군 백학면 통구리 222,도시과,0318392408,상시,,5,5,2,0,0,0,7,2,0,38.0261101648617,126.921924178063
202441400000100674,개방화장실,노곡주유소,경기도 연천군 백학면 청정로 109,경기도 연천군 백학면 노곡리 699-2,지역경제과,0318353939,불규칙,24시간(한파시 닫음),1,1,0,0,0,0,1,0,0,37.9963020464792,126.918690758199
202441400000100706,공중화장실,선사유적지 고롱이,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529,문화체육과,0318392565,상시,,4,3,1,1,0,0,8,1,0,38.0156483828854,127.061452643138
202441400000100729,간이화장실,연천군민회관 뒷길,,경기도 연천군 연천읍 옥산리 436-1,환경보호과,0318392248,정시,9시간,1,1,0,0,0,0,1,0,0,38.0964879422709,127.078902029258
202441400000100726,개방화장실,고문리 진료소,경기도 연천군 연천읍 현문로 427,경기도 연천군 연천읍 고문리 310-9,보건사업과(노곡리보건소),0318355873,정시,8시간,1,0,0,0,0,0,0,0,0,38.0630591127302,127.110575870845
202441400000100832,간이화장실,평화의길12코스(옥산리)화장실,,경기도 연천군 연천읍 옥산리 769-1,경기관광공사,0319568306,상시,,1,1,0,0,0,0,2,0,0,38.1353374443338,127.085912862432
202441400000100742,간이화장실,묵묵동,,경기도 연천군 신서면 내산리 228-2,환경보호과,0318392248,정시,9시간,0,1,0,0,0,0,1,0,0,38.1420633186958,127.139626087011
202441400000100766,개방화장실,신서면행정복지센터 1층,경기도 연천군 신서면 연신로 1134-1,경기도 연천군 신서면 도신리 285-2,주민센터,0318392658,정시,09:00~18:00,2,1,1,1,0,0,1,1,0,38.1831007604298,127.107020435848
202441400000100688,개방화장실,(주)금강산 궁평지점,,경기도 연천군 청산면 궁평리 498-22,지역경제과,0318335125,정시,09:00~18:00,1,3,1,0,0,0,3,1,0,38.0294875231793,127.104053665405
202441400000100698,공중화장실,호로고루 화장실,경기도 연천군 장남면 장남로163번길 128,경기도 연천군 장남면 원당리 1265,문화체육과,0318392565,정시,9시간,2,3,1,1,0,0,6,0,0,37.9855069492101,126.861923477803
202441400000100690,간이화장실,고대산 공영주차장 화장실,,경기도 연천군 신서면 대광리 137-1,지역경제과,0318392292,상시,,3,4,1,0,0,0,5,1,0,38.2127578403698,127.141013645488
202441400000100722,개방화장실,신서보건소,경기도 연천군 신서면 도대로3번길 63,경기도 연천군 신서면 도신리 290-13,보건사업과(신서보건소),0318348032,정시,8시간,1,1,0,0,0,0,1,1,0,38.1841380157574,127.106670519084
202441400000100794,개방화장실,중앙도서관 2층,경기도 연천군 전곡읍 전은길 9-26,경기도 연천군 전곡읍 전곡리 396-10,통일평생교육원(중앙도서관),0318394411,정시,09:00~23:00,2,3,1,0,0,0,3,1,0,38.0323264420388,127.070991836736
202441400000100665,개방화장실,롯데프레시전곡점 공중화장실,경기도 연천군 전곡읍 전곡로 187-1,경기도 연천군 전곡읍 은대리 566,롯데프레시 전곡점,0318336981,정시,09:00~23:00,1,1,0,0,0,0,2,0,0,38.0281979117195,127.06628107024
202441400000100685,개방화장실,믿음주유소,경기도 연천군 전곡읍 양연로 1140,경기도 연천군 전곡읍 양원리 380-2,지역경제과,0318336507,정시,06:30~19:00,1,2,0,0,0,0,1,0,0,37.9973902953587,127.031825601551
202441400000100831,개방화장실,태풍전망대,경기도 연천군 중면 군중로890번길 464,경기도 연천군 중면 횡산리 산 108-1,관광과,0318392063,정시,09:00~18:00,3,5,1,0,0,0,4,1,0,38.1259536023041,126.973024345652
202441400000100681,개방화장실,열두개울제일주유소,경기도 연천군 청산면 청신로 99,경기도 연천군 청산면 초성리 449-3,지역경제과,0318351233,불규칙,24시간(한파시 닫음),0,0,0,0,0,0,0,0,0,37.9836242564311,127.06932079431
202441400000100703,공중화장실,구석기체험숲1,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529,문화체육과,0318392565,상시,,1,1,1,1,0,0,3,1,0,38.0156483828854,127.061452643138
202441400000100678,개방화장실,대광현대주유소,경기도 연천군 신서면 연신로 1213,경기도 연천군 신서면 대광리 1068-8,지역경제과,0318344244,정시,07:00~1800,0,0,0,0,0,0,0,0,0,38.1899953451036,127.109373871999
202441400000100675,개방화장실,금강산 청산지점,경기도 연천군 청산면 전영로 373,경기도 연천군 청산면 궁평리 526-11,지역경제과,0318335124,정시,06:00~20:00,0,0,0,0,0,0,0,0,0,38.0320597770269,127.107432240444
202441400000100837,공중화장실,아우라지베개용암,경기도 연천군 전곡읍 아우라지길 148,경기도 연천군 전곡읍 신답리 17-80,관광과,0318392277,상시,,1,1,0,0,0,0,2,0,0,38.040799384816,127.11128592067
202441400000100829,간이화장실,백학저수지,,경기도 연천군 백학면 통구리 산 53-2,관광과,0318392375,불규칙,24시간(동절기 폐쇄),1,1,0,0,0,0,2,0,0,38.0314848120719,126.924545505107
202441400000100840,공중화장실,재인폭포공원(신나무숲)1,경기도 연천군 연천읍 현문로 763,경기도 연천군 연천읍 부곡리 197,관광과,0318392277,불규칙,24시간 (동절기 폐쇄),1,1,1,0,0,0,2,1,0,38.0767415039601,127.141372764613
202441400000100701,공중화장실,구석기체험숲3,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529,문화체육과,0318392565,정시,12시간,1,2,0,0,0,0,3,0,0,38.0156483828854,127.061452643138
202441400000100797,개방화장실,연천도서관 1층(어린이실),경기도 연천군 연천읍 차현로 76-7,경기도 연천군 연천읍 차탄리 705,통일평생교육원(연천도서관),0318394401,정시,09:00~21:00,0,2,0,0,0,0,1,0,1,38.0981103366338,127.076682611333
202441400000100799,개방화장실,통일평생교육원 4층,경기도 연천군 전곡읍 전곡역로66번길 53,경기도 연천군 전곡읍 전곡리 333-84,통일평생교육원,0318394434,정시,09:00~18:00,0,0,0,0,0,0,3,0,0,38.0222204724917,127.071770072978
202441400000100838,공중화장실,백의리층,경기도 연천군 연천읍 현문로 526-30,경기도 연천군 연천읍 고문리 218-3,관광과,0318392277,불규칙,24시간 (동절기 폐쇄),1,1,0,0,0,0,2,0,0,38.0627102027558,127.120196044677
202441400000100846,개방화장실,왕징면사무소,경기도 연천군 왕징면 왕산로 44,경기도 연천군 왕징면 무등리 8-2,왕징면,0318392707,정시,9시간,2,2,0,0,0,0,2,1,0,38.0581977028696,127.012851770693
202441400000100712,개방화장실,연천소방서,경기도 연천군 전곡읍 평화로 892,경기도 연천군 전곡읍 은대리 422-4,연천소방서,0318300119,상시,,3,3,1,1,0,0,2,1,0,38.0482487444254,127.068378668126
202441400000100784,개방화장실,한탄강 유원지2,경기도 연천군 전곡읍 선사로 76,경기도 연천군 전곡읍 전곡리 696-3,시설관리공단,0318330030,상시,,4,4,1,1,0,0,6,1,0,38.0088769865378,127.058860391302
202441400000100725,개방화장실,늘목리 진료소,경기도 연천군 전곡읍 양연로 598,경기도 연천군 전곡읍 간파리 130-5,보건사업과(늘목리 보건진료소),0318320895,정시,8시간,1,0,0,0,0,0,0,0,0,37.9590098973462,127.008116513749
202441400000100723,개방화장실,연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,경기도 연천군 전곡읍 은대리 577-36,보건사업과(의료지원과),0318394044,상시,,13,15,3,0,0,0,16,0,0,38.0233116620037,127.060934583174
202441400000100793,개방화장실,중앙도서관 1층,경기도 연천군 전곡읍 전은길 9-26,경기도 연천군 전곡읍 전곡리 396-10,통일평생교육원(중앙도서관),0318394411,정시,09:00~23:00,2,3,1,0,0,0,3,1,0,38.0323264420388,127.070991836736
202441400000100806,개방화장실,조선쌈밥,경기도 연천군 전곡읍 평화로 427,경기도 연천군 전곡읍 전곡리 147-1,조선쌈밥,0318338990,정시,00:00~24:00,1,2,0,0,0,0,1,0,0,38.0101595363386,127.064711768899
202441400000100720,개방화장실,양원리 보건소,경기도 연천군 전곡읍 양원로46번길 13-5,경기도 연천군 전곡읍 양원리 599,보건사업과(양원리 보건진료소),0318320895,정시,8시간,1,0,0,0,0,0,1,0,0,37.9909956926188,127.023275449917
202441400000100724,개방화장실,동중리 진료소,경기도 연천군 왕징면 왕산로 832-1,경기도 연천군 왕징면 동중리 469-1,보건사업과(동중리 보건진료소),0318327345,정시,8시간,1,0,0,0,0,0,0,0,0,38.0708968611134,126.952605441886
202441400000100721,개방화장실,장남보건소,경기도 연천군 장남면 장백로 244,경기도 연천군 장남면 원당리 681-5,보건사업과(양원리 보건진료소),0318320895,정시,8시간,1,1,0,0,0,0,1,0,0,37.9817669887528,126.884200550907
202441400000100734,간이화장실,은대공원,경기도 연천군 전곡읍 은전로 47,경기도 연천군 전곡읍 은대리 573,환경보호과,0318392248,정시,9시간,2,3,0,0,0,0,6,0,0,38.0280866564103,127.064973779206
202441400000100714,개방화장실,노곡리진료소,경기도 연천군 백학면 진목로2번길 32,경기도 연천군 백학면 노곡리 724-16,보건사업과,0318394084,정시,8시간,1,1,0,0,0,0,1,0,0,37.9981423399331,126.919030846406
202441400000100850,개방화장실,연천교육지원청,경기도 연천군 연천읍 연천로 356-1,경기도 연천군 연천읍 현가리 43-13,연천교육지원청,0318390212,정시,09:00~18:00,2,3,1,1,0,0,2,0,0,38.1088201008668,127.076026436235
202441400000100833,간이화장실,평화의길12코스(도신리)화장실,,경기도 연천군 신서면 도신리 295-5,경기관광공사,0319568306,상시,,1,1,0,0,0,0,2,0,0,38.1858361707721,127.105220199597
202441400000100778,개방화장실,고랑포구역사공원,경기도 연천군 장남면 장남로 270,경기도 연천군 장남면 고랑포리 209-2,시설관리공단,0318352002,정시,09:00~18:00,3,5,1,2,1,0,4,1,5,37.9878913339577,126.847329547627
202441400000100736,간이화장실,전곡터미널 주차장,경기도 연천군 전곡읍 온골로 49,경기도 연천군 전곡읍 전곡리 474-2,환경보호과,0318392248,정시,9시간,1,0,0,0,0,0,2,0,0,38.0252790083826,127.067696626427
202441400000100709,개방화장실,백학119안전센터,경기도 연천군 백학면 백학산단길 16,경기도 연천군 백학면 통구리 1067,백학119안전센터,0318300533,상시,,1,2,1,0,0,0,1,1,0,38.017431060094,126.913997426981
202441400000100761,개방화장실,연천군청 신관 3층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,3,3,0,0,0,0,3,0,0,38.0965132153527,127.075258645133
202441400000100792,개방화장실,상리작은도서관,경기도 연천군 연천읍 신망로 26,경기도 연천군 연천읍 상리 139-3,통일평생교육원(상리작은도서관),0318344448,정시,10:00~19:00,1,1,0,0,0,0,1,0,0,38.1348619969133,127.078365373247
202441400000100661,공중화장실,옥산근린공원,경기도 연천군 연천읍 차옥로 20,경기도 연천군 연천읍 옥산리 423-1,산림녹지과,0318392346,상시,,1,2,0,0,0,0,2,0,0,38.0962889265333,127.078233875695
202441400000100746,간이화장실,아랫대광골,,경기도 연천군 신서면 대광리 1006,환경보호과,0318392248,정시,9시간,1,1,0,0,0,0,1,0,0,38.1896762987655,127.124006787369
202441400000100758,개방화장실,연천군청 구관 3층,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,연천군청,0318392177,정시,09:00~18:00,4,2,0,0,0,0,0,0,0,38.0965132153527,127.075258645133
202441400000100785,공중화장실,한탄강 유원지3,경기도 연천군 전곡읍 선사로 40,경기도 연천군 전곡읍 전곡리 692-1,시설관리공단,0318330030,상시,,3,4,1,2,0,0,8,1,0,38.0116607270275,127.056359957184
202441400000100788,공중화장실,한탄강 유원지6,,경기도 연천군 전곡읍 전곡리 694,시설관리공단,0318330030,상시,,1,2,0,0,0,0,3,0,0,38.0097775831636,127.057711156131
